Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
IGNPL5M,Nepal Government Bond Yield,Government Bond Yields,Nepal Rupee,Nepal,,,,,,,Percent per Annum,Units,Stock,none,Monthly From Jun 1981 To Jan 2015<BR>,Source: Nepal Rastra Bank,
Date,Ticker,Close
06/28/1985,IGNPL5M,13
07/31/1985,IGNPL5M,13
08/30/1985,IGNPL5M,13
09/30/1985,IGNPL5M,13
10/31/1985,IGNPL5M,13
11/29/1985,IGNPL5M,13
12/31/1985,IGNPL5M,13
01/31/1986,IGNPL5M,13
02/28/1986,IGNPL5M,13
03/31/1986,IGNPL5M,13
04/30/1986,IGNPL5M,13
05/30/1986,IGNPL5M,13
06/30/1986,IGNPL5M,13
07/31/1986,IGNPL5M,13
08/29/1986,IGNPL5M,13
09/30/1986,IGNPL5M,13
10/31/1986,IGNPL5M,13
11/28/1986,IGNPL5M,13
12/31/1986,IGNPL5M,13
01/30/1987,IGNPL5M,13
02/27/1987,IGNPL5M,13
03/31/1987,IGNPL5M,13
04/30/1987,IGNPL5M,13
05/29/1987,IGNPL5M,13
06/30/1987,IGNPL5M,13
07/31/1987,IGNPL5M,13
08/31/1987,IGNPL5M,13
09/30/1987,IGNPL5M,13
10/30/1987,IGNPL5M,13
11/30/1987,IGNPL5M,13
12/31/1987,IGNPL5M,13
01/29/1988,IGNPL5M,13
02/29/1988,IGNPL5M,13
03/31/1988,IGNPL5M,13
04/29/1988,IGNPL5M,13
05/31/1988,IGNPL5M,13
06/30/1988,IGNPL5M,13
07/29/1988,IGNPL5M,13
08/31/1988,IGNPL5M,13
09/30/1988,IGNPL5M,13
10/31/1988,IGNPL5M,13
11/30/1988,IGNPL5M,13
12/30/1988,IGNPL5M,13
01/31/1989,IGNPL5M,13
02/28/1989,IGNPL5M,13
03/31/1989,IGNPL5M,13
04/28/1989,IGNPL5M,13
05/31/1989,IGNPL5M,13
06/30/1989,IGNPL5M,13
07/31/1989,IGNPL5M,13
08/31/1989,IGNPL5M,13
09/29/1989,IGNPL5M,13
10/31/1989,IGNPL5M,13
11/30/1989,IGNPL5M,13
12/29/1989,IGNPL5M,15
01/31/1990,IGNPL5M,15
02/28/1990,IGNPL5M,15
03/30/1990,IGNPL5M,15
04/30/1990,IGNPL5M,15
05/31/1990,IGNPL5M,15
06/29/1990,IGNPL5M,12.5
07/31/1990,IGNPL5M,12.5
08/31/1990,IGNPL5M,12.5
09/28/1990,IGNPL5M,12.5
10/31/1990,IGNPL5M,12.5
11/30/1990,IGNPL5M,12.5
12/31/1990,IGNPL5M,12.5
01/31/1991,IGNPL5M,12.5
02/28/1991,IGNPL5M,12.5
03/29/1991,IGNPL5M,12.5
04/30/1991,IGNPL5M,12.5
05/31/1991,IGNPL5M,12.5
06/28/1991,IGNPL5M,12.5
07/31/1991,IGNPL5M,12.5
08/30/1991,IGNPL5M,12.5
09/30/1991,IGNPL5M,12.5
10/31/1991,IGNPL5M,13.9
11/29/1991,IGNPL5M,13.9
12/31/1991,IGNPL5M,13.9
01/31/1992,IGNPL5M,13.9
02/28/1992,IGNPL5M,13.9
03/31/1992,IGNPL5M,13.9
04/30/1992,IGNPL5M,13.9
05/29/1992,IGNPL5M,13.9
06/30/1992,IGNPL5M,13.9
07/31/1992,IGNPL5M,13
08/31/1992,IGNPL5M,13
09/30/1992,IGNPL5M,13
10/30/1992,IGNPL5M,12.5
11/30/1992,IGNPL5M,12.5
12/31/1992,IGNPL5M,12.5
01/29/1993,IGNPL5M,12.5
02/26/1993,IGNPL5M,12.5
03/31/1993,IGNPL5M,12.5
04/30/1993,IGNPL5M,12.5
05/31/1993,IGNPL5M,12.5
06/30/1993,IGNPL5M,12.5
07/30/1993,IGNPL5M,12.5
08/31/1993,IGNPL5M,12.5
09/30/1993,IGNPL5M,12.5
10/29/1993,IGNPL5M,12.5
11/30/1993,IGNPL5M,12.5
12/31/1993,IGNPL5M,12.5
01/31/1994,IGNPL5M,9
02/28/1994,IGNPL5M,9
03/31/1994,IGNPL5M,9
04/29/1994,IGNPL5M,9
05/31/1994,IGNPL5M,9
06/30/1994,IGNPL5M,9
07/29/1994,IGNPL5M,9
08/31/1994,IGNPL5M,9
09/30/1994,IGNPL5M,9
10/31/1994,IGNPL5M,9
11/30/1994,IGNPL5M,9
12/30/1994,IGNPL5M,9
01/31/1995,IGNPL5M,9
02/28/1995,IGNPL5M,9
03/31/1995,IGNPL5M,9
04/28/1995,IGNPL5M,9
05/31/1995,IGNPL5M,9
06/30/1995,IGNPL5M,9
07/31/1995,IGNPL5M,9
08/31/1995,IGNPL5M,9
09/29/1995,IGNPL5M,9
10/31/1995,IGNPL5M,9
11/30/1995,IGNPL5M,9
12/29/1995,IGNPL5M,9
01/31/1996,IGNPL5M,9
02/29/1996,IGNPL5M,9
03/29/1996,IGNPL5M,9
04/30/1996,IGNPL5M,9
05/31/1996,IGNPL5M,9
06/28/1996,IGNPL5M,9
07/31/1996,IGNPL5M,9
08/30/1996,IGNPL5M,9
09/30/1996,IGNPL5M,9
10/31/1996,IGNPL5M,9
11/29/1996,IGNPL5M,9
12/31/1996,IGNPL5M,9
01/31/1997,IGNPL5M,9
02/28/1997,IGNPL5M,9
03/31/1997,IGNPL5M,9
04/30/1997,IGNPL5M,9
05/30/1997,IGNPL5M,9
06/30/1997,IGNPL5M,9
07/31/1997,IGNPL5M,9
08/29/1997,IGNPL5M,9
09/30/1997,IGNPL5M,9
10/31/1997,IGNPL5M,9
11/28/1997,IGNPL5M,9
12/31/1997,IGNPL5M,9
01/30/1998,IGNPL5M,9
02/27/1998,IGNPL5M,9
03/31/1998,IGNPL5M,9
04/30/1998,IGNPL5M,9
05/29/1998,IGNPL5M,9
06/30/1998,IGNPL5M,9
07/31/1998,IGNPL5M,9
08/31/1998,IGNPL5M,9
09/30/1998,IGNPL5M,9
10/30/1998,IGNPL5M,9
11/30/1998,IGNPL5M,9
12/31/1998,IGNPL5M,9
01/29/1999,IGNPL5M,9
02/26/1999,IGNPL5M,9
03/31/1999,IGNPL5M,9
04/30/1999,IGNPL5M,9
05/31/1999,IGNPL5M,9
06/30/1999,IGNPL5M,9
07/30/1999,IGNPL5M,8.5
08/31/1999,IGNPL5M,8.5
09/30/1999,IGNPL5M,8.5
10/29/1999,IGNPL5M,8.5
11/30/1999,IGNPL5M,8.5
12/31/1999,IGNPL5M,8.5
01/31/2000,IGNPL5M,8.5
02/29/2000,IGNPL5M,8.5
03/31/2000,IGNPL5M,8.5
04/28/2000,IGNPL5M,8.5
05/31/2000,IGNPL5M,8.5
06/30/2000,IGNPL5M,8.5
07/31/2000,IGNPL5M,8.5
08/31/2000,IGNPL5M,8.5
09/29/2000,IGNPL5M,8.5
10/31/2000,IGNPL5M,8.5
11/30/2000,IGNPL5M,8.5
12/29/2000,IGNPL5M,8.5
01/31/2001,IGNPL5M,8.5
02/28/2001,IGNPL5M,8.5
03/30/2001,IGNPL5M,8.5
04/30/2001,IGNPL5M,8.5
05/31/2001,IGNPL5M,8.5
06/29/2001,IGNPL5M,8.5
07/31/2001,IGNPL5M,8.5
08/31/2001,IGNPL5M,8.5
09/28/2001,IGNPL5M,8.5
10/31/2001,IGNPL5M,8.5
11/30/2001,IGNPL5M,8.5
12/31/2001,IGNPL5M,8.5
01/31/2002,IGNPL5M,8.5
02/28/2002,IGNPL5M,8.5
03/29/2002,IGNPL5M,8.5
04/30/2002,IGNPL5M,8.5
05/31/2002,IGNPL5M,8.5
06/28/2002,IGNPL5M,8.5
07/31/2002,IGNPL5M,8
08/30/2002,IGNPL5M,8
09/30/2002,IGNPL5M,8
10/31/2002,IGNPL5M,8
11/29/2002,IGNPL5M,8
12/31/2002,IGNPL5M,8
01/31/2003,IGNPL5M,8
02/28/2003,IGNPL5M,8
03/31/2003,IGNPL5M,8
04/30/2003,IGNPL5M,8
05/30/2003,IGNPL5M,8
06/30/2003,IGNPL5M,8
07/31/2003,IGNPL5M,7
08/29/2003,IGNPL5M,7
09/30/2003,IGNPL5M,7
10/31/2003,IGNPL5M,7
11/28/2003,IGNPL5M,7
12/31/2003,IGNPL5M,7
01/30/2004,IGNPL5M,7
02/27/2004,IGNPL5M,7
03/31/2004,IGNPL5M,7
04/30/2004,IGNPL5M,6.5
05/31/2004,IGNPL5M,6.5
06/30/2004,IGNPL5M,6.5
07/30/2004,IGNPL5M,6.5
08/31/2004,IGNPL5M,6.5
09/30/2004,IGNPL5M,6.5
10/29/2004,IGNPL5M,6.5
11/30/2004,IGNPL5M,6.5
12/31/2004,IGNPL5M,6.5
01/31/2005,IGNPL5M,6.5
02/28/2005,IGNPL5M,6.5
03/31/2005,IGNPL5M,6.5
04/29/2005,IGNPL5M,6.5
05/31/2005,IGNPL5M,6.5
06/30/2005,IGNPL5M,6.5
07/29/2005,IGNPL5M,6.5
08/31/2005,IGNPL5M,6.5
09/30/2005,IGNPL5M,6.5
10/31/2005,IGNPL5M,6.5
11/30/2005,IGNPL5M,6.5
12/30/2005,IGNPL5M,6.5
01/31/2006,IGNPL5M,6.5
02/28/2006,IGNPL5M,6.5
03/31/2006,IGNPL5M,6.5
04/28/2006,IGNPL5M,6.5
05/31/2006,IGNPL5M,6
06/30/2006,IGNPL5M,6
07/31/2006,IGNPL5M,6
08/31/2006,IGNPL5M,6
09/29/2006,IGNPL5M,6
10/31/2006,IGNPL5M,6
11/30/2006,IGNPL5M,6
12/29/2006,IGNPL5M,6
01/31/2007,IGNPL5M,6
02/28/2007,IGNPL5M,6
03/30/2007,IGNPL5M,6
04/30/2007,IGNPL5M,6
05/31/2007,IGNPL5M,6
06/30/2007,IGNPL5M,6
07/31/2007,IGNPL5M,6
08/31/2007,IGNPL5M,6
09/30/2007,IGNPL5M,6
10/31/2007,IGNPL5M,6
11/30/2007,IGNPL5M,6
12/31/2007,IGNPL5M,6
01/31/2008,IGNPL5M,6
02/29/2008,IGNPL5M,6
03/31/2008,IGNPL5M,6
04/30/2008,IGNPL5M,6
05/31/2008,IGNPL5M,6
06/30/2008,IGNPL5M,6
07/31/2008,IGNPL5M,6
08/31/2008,IGNPL5M,6
09/30/2008,IGNPL5M,6
10/31/2008,IGNPL5M,6
11/30/2008,IGNPL5M,6
12/31/2008,IGNPL5M,6
01/31/2009,IGNPL5M,6
02/28/2009,IGNPL5M,6
03/31/2009,IGNPL5M,6
04/30/2009,IGNPL5M,6
05/31/2009,IGNPL5M,6
06/30/2009,IGNPL5M,6
07/31/2009,IGNPL5M,6
08/31/2009,IGNPL5M,6
09/30/2009,IGNPL5M,6
10/31/2009,IGNPL5M,6
11/30/2009,IGNPL5M,6
12/31/2009,IGNPL5M,6
01/31/2010,IGNPL5M,6
02/28/2010,IGNPL5M,6
03/31/2010,IGNPL5M,6
04/30/2010,IGNPL5M,6
05/31/2010,IGNPL5M,6
06/30/2010,IGNPL5M,6
07/31/2010,IGNPL5M,6
08/31/2010,IGNPL5M,6
09/30/2010,IGNPL5M,6
10/31/2010,IGNPL5M,6
11/30/2010,IGNPL5M,6
12/31/2010,IGNPL5M,6
01/31/2011,IGNPL5M,6
02/28/2011,IGNPL5M,6
03/31/2011,IGNPL5M,6
04/30/2011,IGNPL5M,6
05/31/2011,IGNPL5M,6
06/30/2011,IGNPL5M,6
07/31/2011,IGNPL5M,6
08/31/2011,IGNPL5M,6
09/30/2011,IGNPL5M,6
10/31/2011,IGNPL5M,6
11/30/2011,IGNPL5M,6
12/31/2011,IGNPL5M,6
01/31/2012,IGNPL5M,6
02/29/2012,IGNPL5M,6
03/31/2012,IGNPL5M,6
04/30/2012,IGNPL5M,6
05/31/2012,IGNPL5M,6
06/30/2012,IGNPL5M,6
07/31/2012,IGNPL5M,6
08/31/2012,IGNPL5M,6
09/30/2012,IGNPL5M,6
10/31/2012,IGNPL5M,6
11/30/2012,IGNPL5M,6
12/31/2012,IGNPL5M,6
01/31/2013,IGNPL5M,6
02/28/2013,IGNPL5M,6
03/31/2013,IGNPL5M,6
04/30/2013,IGNPL5M,6
05/31/2013,IGNPL5M,6
06/30/2013,IGNPL5M,6
07/31/2013,IGNPL5M,6
08/31/2013,IGNPL5M,6
09/30/2013,IGNPL5M,6
10/31/2013,IGNPL5M,6
11/30/2013,IGNPL5M,6
12/31/2013,IGNPL5M,6
01/31/2014,IGNPL5M,6
02/28/2014,IGNPL5M,6
03/31/2014,IGNPL5M,6
04/30/2014,IGNPL5M,6
05/31/2014,IGNPL5M,6
06/30/2014,IGNPL5M,6
07/31/2014,IGNPL5M,6
08/31/2014,IGNPL5M,6
09/30/2014,IGNPL5M,6
10/31/2014,IGNPL5M,6
11/30/2014,IGNPL5M,6
12/31/2014,IGNPL5M,6
01/31/2015,IGNPL5M,6
