Date,indexes,returns,SVAR,treasury_yields,gov_bond_yields,infl
2015-04,938.19,-0.007983166620847118,0.00033153294091903924,0.005677,,0.007070707070707005
2015-05,871.94,-0.07061469425169742,0.00445100002802647,0.004646,,0.016048144433299827
2015-06,949.13,0.08852673349083645,0.002957926799921963,0.0026484000000000004,,-0.0009871668311943749
2015-07,1026.66,0.08168533288379894,0.0049534399708327575,0.00187025,,0.009881422924901129
2015-08,1200.15,0.16898486353807493,0.004557601439105146,0.02511375,,0.042074363992172126
2015-09,1181.28,-0.015723034620672514,0.0027563502863354157,0.016867600000000003,,0.005633802816901401
2015-10,1092.04,-0.07554517133956387,0.0017461436957702482,0.0018857500000000003,,0.012138188608777023
2015-11,1034.12,-0.05303835024358089,0.0019164132305582661,0.00508525,,0.02306273062730635
2015-12,1151.38,0.11339109581093125,0.002530429337311194,0.0059088000000000005,,0.0
2016-01,1220.7,0.06020601365318134,0.0008390548231492208,0.0049595,,-0.0036068530207394867
2016-02,1283.94,0.051806340624232006,0.0006139001473759003,0.00209425,,-0.0063348416289592535
2016-03,1355.48,0.055719114600370705,0.0008009149349227424,0.008251799999999998,,-0.005464480874316835
2016-04,1464.91,0.08073154897158206,0.0007568713134069056,0.0160765,,0.001831501831501825
2016-05,1532.12,0.0458799516693857,0.0009311633536998728,0.0043768,,0.019195612431444298
2016-06,1723.23,0.12473566039213647,0.002983815444020429,0.00048300000000000003,,0.008071748878923923
2016-07,1862.76,0.08097003882244388,0.0022878232233515747,0.00114875,,0.004448398576512469
2016-08,1797.45,-0.03506087740771755,0.009191598404765888,0.014740666666666666,,0.024800708591673937
2016-09,1753.38,-0.0245180672619544,0.0011160679982031379,0.02022275,,-0.0017286084701815252
2016-10,1759.71,0.003610170071518967,0.0006540216573573438,0.025195,,0.0017316017316018062
2016-11,1608.33,-0.08602553829892431,0.007935763940450759,0.0295154,,0.0034572169403628283
2016-12,1443.38,-0.10255979805139481,0.003296425446967013,0.01819325,,-0.008613264427217882
2017-01,1326.6,-0.08090731477504205,0.0046385654230245875,0.023136399999999998,,-0.010425716768027726
2017-02,1299.29,-0.020586461631237712,0.007337175859460234,0.00747175,,-0.004389815627743654
2017-03,1587.64,0.22192889962979792,0.006805689566624566,0.00908275,,-0.00881834215167554
2017-04,1650.78,0.03976972109546237,0.00616418868706431,0.005364750000000001,,0.010676156583629748
2017-05,1608.11,-0.025848386823198774,0.0009419030476422311,0.0124488,,0.014964788732394485
2017-06,1563.81,-0.02754786675040884,0.0012414083756227463,0.008128,,0.0008673026886383273
2017-07,1652.69,0.056835549075655044,0.001457406110193182,0.00400975,,0.004332755632582286
2017-08,1580.03,-0.043964687872498825,0.0005350347593702556,0.0040132,,0.02070750647109576
2017-09,1549.46,-0.019347733903786597,0.001918666790122025,0.0106362,,0.009298393913778513
2017-10,1533.53,-0.010281001122971915,0.0017813719745761588,0.0185044,,-0.0016750418760469454
2017-11,1537.67,0.00269965374006384,0.0017089369968642091,0.0285616,,0.011744966442952975
2017-12,1390.58,-0.09565771589482798,0.001339918423023508,0.06025849999999999,,-0.005804311774460946
2018-01,1404.49,0.010003020322455437,0.0018623966489078017,0.0394744,,-0.011676396997498006
2018-02,1345.99,-0.041652129954645456,0.0016319758877492057,0.04578725,,0.00421940928270037
2018-03,1220.29,-0.09338850957287947,0.0057771975345716885,0.049262499999999994,,0.0008403361344537785
2018-04,1349.01,0.10548312286423721,0.006908958652844193,0.05151125,,0.0033585222502099388
2018-05,1307.66,-0.030652107842047065,0.0016832997154143214,0.0468302,,0.004184100418409997
2018-06,1198.54,-0.08344676750837382,0.002165050206327666,0.040403249999999995,,0.0024999999999999467
2018-07,1191.47,-0.005898843593038144,0.001967769144459793,0.03321740000000001,,0.00831255195344971
2018-08,1181.69,-0.008208347671363922,0.001241971797728526,0.031121,,0.016488046166529324
2018-09,1256.71,0.06348534725689477,0.0016065902447723133,0.021633333333333334,,0.005677210056772131
2018-10,1221.46,-0.028049430656237318,0.0009876304106654695,0.0171952,,0.006451612903225712
2018-11,1148.36,-0.05984641330866351,0.0010915048135126228,0.019558666666666665,,
2018-12,1187.28,0.03389181093037033,0.0034034191890140435,0.00802375,,-0.0032051282051280827
2019-01,1161.63,-0.021604002425712438,0.0005830091897026921,0.029710999999999998,,-0.004019292604501623
2019-02,1105.53,-0.04829420727770472,0.0011070892990534542,0.03398875,,0.002421307506053294
2019-03,1143.09,0.033974654690510385,0.001108577607695064,0.04237375,,-0.0008051529790661371
2019-04,1298.6,0.13604353113053216,0.002542273438645784,0.041175,,0.005640612409347323
2019-05,1319.47,0.01607115354997699,0.0009178419650460931,0.049465,,0.012019230769230838
2019-06,1244.89,-0.05652269471833382,0.0005797833925087313,0.05358275,,0.01140142517814735
2019-07,1265.57,0.016611909485978547,0.0009522789505018092,0.0130814,,0.006341005166745184
2019-08,1196.41,-0.05464731306841965,0.000481651591845373,0.007118,,0.025826526643329295
2019-09,1135.56,-0.05086049096881515,0.002688042615486989,0.02851025,,-0.0015166451808600323
2019-10,1146.17,0.009343407657895776,0.00041438366271463956,0.0412718,,0.006759322548796298
2019-11,1112.79,-0.029123079473376643,0.0004736908063584705,0.027882249999999997,,0.001961375980688018
2019-12,1135.37,0.02029133978558392,0.00012637901366263575,0.0232402,,-0.0023339858455052598
