S.N,Date,Open,High,Low,Close,Absolute,Percentage,Volume,Trunover
1018,2015-08-11,1077.78,1077.78,1077.78,1077.78,-3.68,0.341%,916767,nan
1019,2015-08-10,1081.46,1081.46,1081.46,1081.46,18.05,1.669%,1145716,nan
1020,2015-08-09,1063.31,1063.41,1063.31,1063.41,0.1,0.0094%,1110805,nan
1021,2015-08-06,1037.25,1037.25,1037.25,1037.25,3.97,0.383%,1050057,nan
1022,2015-08-05,1033.28,1033.28,1033.28,1033.28,3.41,0.33%,910270,nan
1023,2015-08-04,1029.87,1029.87,1029.87,1029.87,-0.53,0.051%,993968,nan
1024,2015-08-03,1030.40,1030.40,1030.40,1030.40,-3.74,0.363%,1346062,nan
1025,2015-08-02,1034.14,1034.14,1034.14,1034.14,7.48,0.723%,546578,nan
1026,2015-07-30,1026.66,1026.66,1026.66,1026.66,5.33,0.519%,1001196,nan
1027,2015-07-29,1021.33,1021.33,1021.33,1021.33,-6.81,0.667%,1161519,nan
1028,2015-07-28,1028.14,1028.14,1028.14,1028.14,-18.26,1.776%,1132504,nan
1029,2015-07-27,1046.40,1046.40,1046.40,1046.40,-7.55,0.722%,2241384,nan
1030,2015-07-26,1053.95,1053.95,1053.95,1053.95,50.57,4.798%,1704725,nan
1031,2015-07-23,1003.38,1003.38,1003.38,1003.38,40.11,3.997%,1177823,nan
1032,2015-07-22,963.27,963.27,963.27,963.27,2.04,0.212%,742363,nan
1033,2015-07-16,961.23,961.23,961.23,961.23,10.51,1.093%,618010,nan
1034,2015-07-15,950.72,950.72,950.72,950.72,4.26,0.448%,971529,nan
1035,2015-07-14,946.46,946.46,946.46,946.46,2.46,0.26%,981031,nan
1036,2015-07-13,944.00,944.00,944.00,944.00,-0.96,0.102%,527380,nan
1037,2015-07-12,944.96,944.96,944.96,944.96,1.53,0.162%,394030,nan
1038,2015-07-09,943.43,943.43,943.43,943.43,0.27,0.029%,694692,nan
1039,2015-07-08,943.16,943.16,943.16,943.16,1.8,0.191%,1049552,nan
1040,2015-07-07,941.36,941.36,941.36,941.36,4.6,0.489%,765449,nan
1041,2015-07-06,936.76,936.76,936.76,936.76,-1.26,0.135%,603817,nan
1042,2015-07-05,938.02,938.02,938.02,938.02,-0.94,0.1%,441700,nan
1043,2015-07-02,938.96,938.96,938.96,938.96,-6.82,0.726%,414240,nan
1044,2015-07-01,945.78,945.78,945.78,945.78,-3.35,0.354%,427141,nan
1045,2015-06-30,949.13,949.13,949.13,949.13,2.8,0.295%,640694,nan
1046,2015-06-29,946.33,946.33,946.33,946.33,8.33,0.88%,608596,nan
1047,2015-06-28,938.00,938.00,938.00,938.00,7.62,0.812%,1025301,nan
1048,2015-06-25,930.38,930.38,930.38,930.38,2.25,0.242%,505063,nan
1049,2015-06-24,928.13,928.13,928.13,928.13,2.04,0.22%,811463,nan
1050,2015-06-23,926.09,926.09,926.09,926.09,3.62,0.391%,548311,nan
1051,2015-06-22,922.47,922.47,922.47,922.47,4.5,0.488%,518581,nan
1052,2015-06-21,917.97,917.97,917.97,917.97,-6.63,0.722%,391552,nan
1053,2015-06-18,924.60,924.60,924.60,924.60,-3.25,0.352%,474688,nan
1054,2015-06-17,927.85,927.85,927.85,927.85,-2.85,0.307%,429892,nan
1055,2015-06-16,930.70,930.70,930.70,930.70,-3.03,0.326%,725179,nan
1056,2015-06-15,933.73,933.73,933.73,933.73,5.38,0.576%,622149,nan
1057,2015-06-14,928.35,928.35,928.35,928.35,-9.61,1.035%,645758,nan
1058,2015-06-11,937.96,937.96,937.96,937.96,-17.7,1.887%,520268,nan
1059,2015-06-10,955.66,955.66,955.66,955.66,-10.99,1.15%,604656,nan
1060,2015-06-09,966.65,966.65,966.65,966.65,21.16,2.189%,1196151,nan
1061,2015-06-08,945.49,945.49,945.49,945.49,14.32,1.515%,1161399,nan
1062,2015-06-07,931.17,931.17,931.17,931.17,4.33,0.465%,506328,nan
1063,2015-06-05,926.84,926.84,926.84,926.84,0,0%,0,nan
1064,2015-06-04,926.84,926.84,926.84,926.84,1.35,0.146%,785352,nan
1065,2015-06-03,925.49,925.49,925.49,925.49,23.51,2.54%,725070,nan
1066,2015-06-02,901.98,901.98,901.98,901.98,11.55,1.281%,549899,nan
1067,2015-06-01,890.43,890.43,890.43,890.43,18.49,2.077%,691694,nan
1068,2015-05-31,871.94,871.94,871.94,871.94,29.98,3.438%,449995,nan
1069,2015-05-28,841.96,841.96,841.96,841.96,4.13,0.491%,419834,nan
1070,2015-05-27,837.83,837.83,837.83,837.83,-22.14,2.643%,277515,nan
1071,2015-05-26,859.97,859.97,859.97,859.97,-20.56,2.391%,444909,nan
1072,2015-05-25,880.53,880.53,880.53,880.53,-29.29,3.326%,181195,nan
1073,2015-05-24,909.82,909.82,909.82,909.82,-28.37,3.118%,593078,nan
1074,2015-04-23,938.19,938.19,938.19,938.19,-3.83,0.408%,629866,nan
1075,2015-04-22,942.02,942.02,942.02,942.02,-3.1,0.329%,447799,nan
1076,2015-04-21,945.12,945.12,945.12,945.12,0.14,0.015%,419677,nan
1077,2015-04-20,944.98,944.98,944.98,944.98,-0.72,0.076%,695269,nan
1078,2015-04-19,945.70,945.70,945.70,945.70,-4.22,0.446%,432977,nan
1079,2015-04-16,949.92,949.92,949.92,949.92,5.79,0.61%,461710,nan
1080,2015-04-15,944.13,944.13,944.13,944.13,-4.23,0.448%,285065,nan
1081,2015-04-13,948.36,948.36,948.36,948.36,-3.67,0.387%,745011,nan
1082,2015-04-12,952.03,952.03,952.03,952.03,5.14,0.54%,430339,nan
1083,2015-04-09,946.89,946.89,946.89,946.89,4.74,0.501%,389059,nan
1084,2015-04-08,942.15,942.15,942.15,942.15,6.62,0.703%,505397,nan
1085,2015-04-07,935.53,935.53,935.53,935.53,-2.59,0.277%,312115,nan
1086,2015-04-06,938.12,938.12,938.12,938.12,3.87,0.413%,575549,nan
1087,2015-04-05,934.25,934.25,934.25,934.25,-5.84,0.625%,589125,nan
1088,2015-04-02,940.09,940.09,940.09,940.09,0.55,0.059%,394558,nan
1089,2015-04-01,939.54,939.54,939.54,939.54,-6.2,0.66%,383837,nan
1090,2015-03-31,945.74,945.74,945.74,945.74,6.64,0.702%,541868,nan
1091,2015-03-30,939.10,939.10,939.10,939.10,-3.2,0.341%,277283,nan
1092,2015-03-29,942.30,942.30,942.30,942.30,-0.1,0.011%,261620,nan
1093,2015-03-26,942.40,942.40,942.40,942.40,-8.89,0.943%,526859,nan
1094,2015-03-25,951.29,951.29,951.29,951.29,-2.55,0.268%,381169,nan
1095,2015-03-24,953.84,953.84,953.84,953.84,-2.75,0.288%,620055,nan
1096,2015-03-23,956.59,956.59,956.59,956.59,-7.53,0.787%,394335,nan
1097,2015-03-22,964.12,964.12,964.12,964.12,-3.5,0.363%,513612,nan
1098,2015-03-19,967.62,967.62,967.62,967.62,3.38,0.349%,542241,nan
1099,2015-03-18,964.24,964.24,964.24,964.24,0.78,0.081%,545754,nan
1100,2015-03-17,963.46,963.46,963.46,963.46,4.32,0.448%,337163,nan
1101,2015-03-16,959.14,959.14,959.14,959.14,-11.54,1.203%,453475,nan
1102,2015-03-15,970.68,970.68,970.68,970.68,-7.76,0.799%,294565,nan
1103,2015-03-12,978.44,978.44,978.44,978.44,-5.62,0.574%,570330,nan
1104,2015-03-11,984.06,984.06,984.06,984.06,-0.37,0.038%,697908,nan
1105,2015-03-10,984.43,984.43,984.43,984.43,-4.34,0.441%,700482,nan
1106,2015-03-09,988.77,988.77,988.77,988.77,5.28,0.534%,828324,nan
1107,2015-03-04,983.49,983.49,983.49,983.49,2.07,0.21%,607027,nan
1108,2015-03-03,981.42,981.42,981.42,981.42,-3.43,0.349%,710554,nan
1109,2015-03-02,984.85,984.85,984.85,984.85,9.18,0.932%,778239,nan
1110,2015-03-01,975.67,975.67,975.67,975.67,-3.6,0.369%,562014,nan
1111,2015-02-26,979.27,979.27,979.27,979.27,8.65,0.883%,645501,nan
1112,2015-02-25,970.62,970.62,970.62,970.62,-0.15,0.015%,463217,nan
1113,2015-02-24,970.77,970.77,970.77,970.77,-3.18,0.328%,479399,nan
1114,2015-02-23,973.95,973.95,973.95,973.95,2.48,0.255%,673398,nan
1115,2015-02-22,971.47,971.47,971.47,971.47,-11.18,1.151%,587947,nan
1116,2015-02-18,982.65,982.65,982.65,982.65,-4.4,0.448%,682164,nan
1117,2015-02-16,987.05,987.05,987.05,987.05,-2.82,0.286%,824505,nan
1118,2015-02-15,989.87,989.87,989.87,989.87,5.36,0.541%,703400,nan
1119,2015-02-12,984.51,984.51,984.51,984.51,3.5,0.356%,1033874,nan
1120,2015-02-11,981.01,981.01,981.01,981.01,0.47,0.048%,565285,nan
1121,2015-02-10,980.54,980.54,980.54,980.54,-0.16,0.016%,543424,nan
1122,2015-02-09,980.70,980.70,980.70,980.70,-5.32,0.542%,693704,nan
1123,2015-02-08,986.02,986.02,986.02,986.02,1.8,0.183%,572024,nan
1124,2015-02-05,984.22,984.22,984.22,984.22,-2.81,0.286%,622234,nan
1125,2015-02-04,987.03,987.03,987.03,987.03,-0.52,0.053%,749308,nan
1126,2015-02-03,987.55,987.55,987.55,987.55,-3.21,0.325%,0,nan
1127,2015-02-02,990.76,990.76,990.76,990.76,-0.68,0.069%,0,nan
1128,2015-02-01,991.44,991.44,991.44,991.44,4.78,0.482%,0,nan
1129,2015-01-29,986.66,986.66,986.66,986.66,-1.41,0.143%,0,nan
1130,2015-01-28,988.07,988.07,988.07,988.07,12.93,1.309%,0,nan
1131,2015-01-27,975.14,975.14,975.14,975.14,6.51,0.668%,0,nan
1132,2015-01-26,968.63,968.63,968.63,968.63,1.44,0.149%,0,nan
1133,2015-01-25,967.19,967.19,967.19,967.19,7.95,0.822%,0,nan
1134,2015-01-22,959.24,959.24,959.24,959.24,-3.56,0.371%,0,nan
1135,2015-01-20,962.80,962.80,962.80,962.80,-12.65,1.314%,0,nan
1136,2015-01-19,975.45,975.45,975.45,975.45,30.09,3.085%,0,nan
1137,2015-01-18,945.36,945.36,945.36,945.36,5.83,0.617%,0,nan
1138,2015-01-14,939.53,939.53,939.53,939.53,2.05,0.218%,0,nan
1139,2015-01-13,937.48,937.48,937.48,937.48,9.68,1.033%,0,nan
1140,2015-01-12,927.80,927.80,927.80,927.80,-0.53,0.057%,0,nan
1141,2015-01-11,928.33,928.33,928.33,928.33,-2.64,0.284%,0,nan
1142,2015-01-08,930.97,930.97,930.97,930.97,6.43,0.691%,0,nan
1143,2015-01-07,924.54,924.54,924.54,924.54,7.13,0.771%,0,nan
1144,2015-01-06,917.41,917.41,917.41,917.41,-2.36,0.257%,0,nan
1145,2015-01-05,919.77,919.77,919.77,919.77,2.27,0.247%,0,nan
1146,2015-01-04,917.50,917.50,917.50,917.50,13.82,1.506%,0,nan
1147,2015-01-01,903.68,903.68,903.68,903.68,1.35,0.149%,0,nan
1148,2014-12-31,902.33,902.33,902.33,902.33,-4.9,0.543%,0,nan
1149,2014-12-29,907.23,907.23,907.23,907.23,3.51,0.387%,0,nan
1150,2014-12-28,903.72,903.72,903.72,903.72,15.92,1.762%,0,nan
1151,2014-12-24,887.80,887.80,887.80,887.80,10.59,1.193%,0,nan
1152,2014-12-23,877.21,877.21,877.21,877.21,-8.23,0.938%,0,nan
1153,2014-12-22,885.44,885.44,885.44,885.44,-11.17,1.262%,0,nan
1154,2014-12-21,896.61,896.61,896.61,896.61,-7.28,0.812%,0,nan
1155,2014-12-18,903.89,903.89,903.89,903.89,3.49,0.386%,0,nan
1156,2014-12-17,900.40,900.40,900.40,900.40,-9.8,1.088%,0,nan
1157,2014-12-16,910.20,910.20,910.20,910.20,-5.8,0.637%,0,nan
1158,2014-12-15,916.00,916.00,916.00,916.00,6,0.655%,0,nan
1159,2014-12-14,910.00,910.00,910.00,910.00,39.37,4.326%,0,nan
1160,2014-12-11,870.63,870.63,870.63,870.63,15.12,1.737%,0,nan
1161,2014-12-10,855.51,855.51,855.51,855.51,6.78,0.793%,0,nan
1162,2014-12-09,848.73,848.73,848.73,848.73,0.73,0.086%,0,nan
1163,2014-12-08,848.00,848.00,848.00,848.00,-2.88,0.34%,0,nan
1164,2014-12-05,850.88,850.88,850.88,850.88,-2.88,0.338%,0,nan
1165,2014-12-04,853.76,853.76,853.76,853.76,3.6,0.422%,0,nan
1166,2014-12-03,850.16,850.16,850.16,850.16,3.75,0.441%,0,nan
1167,2014-12-02,846.41,846.41,846.41,846.41,-5.02,0.593%,0,nan
1168,2014-12-01,851.43,851.43,851.43,851.43,-5.45,0.64%,0,nan
1169,2014-11-30,856.88,856.88,856.88,856.88,-6.13,0.715%,0,nan
1170,2014-11-25,863.01,863.01,863.01,863.01,-1.3,0.151%,0,nan
1171,2014-11-24,864.31,864.31,864.31,864.31,-4.84,0.56%,0,nan
1172,2014-11-23,869.15,869.15,869.15,869.15,6.65,0.765%,0,nan
1173,2014-11-20,862.50,862.50,862.50,862.50,8.55,0.991%,0,nan
1174,2014-11-19,853.95,853.95,853.95,853.95,9.89,1.158%,0,nan
1175,2014-11-18,844.06,844.06,844.06,844.06,-4.12,0.488%,0,nan
1176,2014-11-17,848.18,848.18,848.18,848.18,-17.98,2.12%,0,nan
1177,2014-11-16,866.16,866.16,866.16,866.16,-14.88,1.718%,0,nan
1178,2014-11-13,881.04,881.04,881.04,881.04,-3.31,0.376%,0,nan
1179,2014-11-12,884.35,884.35,884.35,884.35,-8.17,0.924%,0,nan
1180,2014-11-11,892.52,892.52,892.52,892.52,7.78,0.872%,0,nan
1181,2014-11-10,884.74,884.74,884.74,884.74,-10.67,1.206%,0,nan
1182,2014-11-09,895.41,895.41,895.41,895.41,-9.51,1.062%,0,nan
1183,2014-11-06,904.92,904.92,904.92,904.92,0.25,0.028%,0,nan
1184,2014-11-05,904.67,904.67,904.67,904.67,7.21,0.797%,0,nan
1185,2014-11-04,897.46,897.46,897.46,897.46,-6.57,0.732%,0,nan
1186,2014-11-03,904.03,904.03,904.03,904.03,-17.27,1.91%,0,nan
1187,2014-11-02,921.30,921.30,921.30,921.30,-8.91,0.967%,0,nan
1188,2014-10-30,930.21,930.21,930.21,930.21,-3.92,0.421%,0,nan
1189,2014-10-28,934.13,934.13,934.13,934.13,-0.88,0.094%,0,nan
1190,2014-10-27,935.01,935.01,935.01,935.01,4.68,0.501%,0,nan
1191,2014-10-26,930.33,930.33,930.33,930.33,1.34,0.144%,0,nan
1192,2014-10-22,928.99,928.99,928.99,928.99,4.65,0.501%,0,nan
1193,2014-10-21,924.34,924.34,924.34,924.34,-1.16,0.125%,0,nan
1194,2014-10-20,925.50,925.50,925.50,925.50,-0.35,0.038%,0,nan
1195,2014-10-19,925.85,925.85,925.85,925.85,2.26,0.244%,0,nan
1196,2014-10-16,923.59,923.59,923.59,923.59,0.47,0.051%,0,nan
1197,2014-10-15,923.12,923.12,923.12,923.12,11.28,1.222%,0,nan
1198,2014-10-14,911.84,911.84,911.84,911.84,3.01,0.33%,0,nan
1199,2014-10-13,908.83,908.83,908.83,908.83,-6.21,0.683%,0,nan
1200,2014-10-12,915.04,915.04,915.04,915.04,-6.84,0.748%,0,nan
1201,2014-10-09,921.88,921.88,921.88,921.88,-3.33,0.361%,0,nan
1202,2014-10-08,925.21,925.21,925.21,925.21,-12.78,1.381%,0,nan
1203,2014-09-30,937.99,937.99,937.99,937.99,0.68,0.072%,0,nan
1204,2014-09-29,937.31,937.31,937.31,937.31,20.68,2.206%,0,nan
1205,2014-09-28,916.63,916.63,916.63,916.63,4.31,0.47%,0,nan
1206,2014-09-24,912.32,912.32,912.32,912.32,16.31,1.788%,0,nan
1207,2014-09-23,896.01,896.01,896.01,896.01,14.14,1.578%,0,nan
1208,2014-09-22,881.87,881.87,881.87,881.87,-1.64,0.186%,0,nan
1209,2014-09-19,883.51,883.51,883.51,883.51,-16.38,1.854%,0,nan
1210,2014-09-18,899.89,899.89,899.89,899.89,-13.53,1.504%,0,nan
1211,2014-09-17,913.42,913.42,913.42,913.42,-6.46,0.707%,0,nan
1212,2014-09-16,919.88,919.88,919.88,919.88,10.49,1.14%,0,nan
1213,2014-09-15,909.39,909.39,909.39,909.39,7.24,0.796%,0,nan
1214,2014-09-14,902.15,902.15,902.15,902.15,-8.5,0.942%,0,nan
1215,2014-09-11,910.65,910.65,910.65,910.65,0.03,0.003%,0,nan
1216,2014-09-10,910.62,910.62,910.62,910.62,-9.44,1.037%,0,nan
1217,2014-09-09,920.06,920.06,920.06,920.06,44.5,4.837%,0,nan
1218,2014-09-07,875.56,875.56,875.56,875.56,-46.13,5.269%,0,nan
1219,2014-09-04,921.69,921.69,921.69,921.69,-12.27,1.331%,0,nan
1220,2014-09-03,933.96,933.96,933.96,933.96,-12.64,1.353%,0,nan
1221,2014-09-01,946.60,946.60,946.60,946.60,-6,0.634%,0,nan
1222,2014-08-31,952.60,952.60,952.60,952.60,-19.57,2.054%,0,nan
1223,2014-08-28,972.17,972.17,972.17,972.17,11.74,1.208%,0,nan
1224,2014-08-27,960.43,960.43,960.43,960.43,38.57,4.016%,0,nan
1225,2014-08-26,921.86,921.86,921.86,921.86,-25.98,2.818%,0,nan
1226,2014-08-25,947.84,947.84,947.84,947.84,-37.61,3.968%,0,nan
1227,2014-08-24,985.45,985.45,985.45,985.45,-12.68,1.287%,0,nan
1228,2014-08-21,998.13,998.13,998.13,998.13,2.42,0.242%,0,nan
1229,2014-08-20,995.71,995.71,995.71,995.71,-17.91,1.799%,0,nan
1230,2014-08-19,1013.62,1013.62,1013.62,1013.62,0.37,0.037%,0,nan
1231,2014-08-18,1013.25,1013.25,1013.25,1013.25,-21.14,2.086%,0,nan
1232,2014-08-14,1034.39,1034.39,1034.39,1034.39,8.18,0.791%,0,nan
1233,2014-08-13,1026.21,1026.21,1026.21,1026.21,4.35,0.424%,0,nan
1234,2014-08-12,1021.86,1021.86,1021.86,1021.86,-18.56,1.816%,0,nan
1235,2014-08-07,1040.42,1040.42,1040.42,1040.42,-0.8,0.077%,0,nan
1236,2014-08-06,1041.22,1041.22,1041.22,1041.22,-3.52,0.338%,0,nan
1237,2014-08-05,1044.74,1044.74,1044.74,1044.74,5.71,0.547%,0,nan
1238,2014-08-04,1039.03,1039.03,1039.03,1039.03,-17.4,1.675%,0,nan
1239,2014-08-03,1056.43,1056.43,1056.43,1056.43,-9.66,0.914%,0,nan
1240,2014-07-31,1066.09,1066.09,1066.09,1066.09,3.65,0.342%,0,nan
1241,2014-07-30,1062.44,1062.44,1062.44,1062.44,-10.38,0.977%,0,nan
1242,2014-07-28,1072.82,1072.82,1072.82,1072.82,-1.11,0.103%,0,nan
1243,2014-07-27,1073.93,1073.93,1073.93,1073.93,-5.16,0.48%,0,nan
1244,2014-07-24,1079.09,1079.09,1079.09,1079.09,-0.77,0.071%,0,nan
1245,2014-07-23,1079.86,1079.86,1079.86,1079.86,2.21,0.205%,0,nan
1246,2014-07-22,1077.65,1077.65,1077.65,1077.65,-5.9,0.547%,0,nan
1247,2014-07-21,1083.55,1083.55,1083.55,1083.55,8.58,0.792%,0,nan
1248,2014-07-20,1074.97,1074.97,1074.97,1074.97,28.03,2.608%,0,nan
1249,2014-07-18,1046.94,1046.94,1046.94,1046.94,1.05,0.1%,0,nan
1250,2014-07-17,1045.89,1045.89,1045.89,1045.89,9.78,0.935%,0,nan
1251,2014-07-16,1036.11,1036.11,1036.11,1036.11,10.42,1.006%,0,nan
1252,2014-07-15,1025.69,1025.69,1025.69,1025.69,-3.25,0.317%,0,nan
1253,2014-07-14,1028.94,1028.94,1028.94,1028.94,-8.04,0.781%,0,nan
1254,2014-07-13,1036.98,1036.98,1036.98,1036.98,15.52,1.497%,0,nan
1255,2014-07-10,1021.46,1021.46,1021.46,1021.46,4.96,0.486%,0,nan
1256,2014-07-09,1016.50,1016.50,1016.50,1016.50,1.83,0.18%,0,nan
1257,2014-07-08,1014.67,1014.67,1014.67,1014.67,21.43,2.112%,0,nan
1258,2014-07-07,993.24,993.24,993.24,993.24,6.9,0.695%,0,nan
1259,2014-07-06,986.34,986.34,986.34,986.34,14.98,1.519%,0,nan
1260,2014-07-03,971.36,971.36,971.36,971.36,-1.12,0.115%,0,nan
1261,2014-07-02,972.48,972.48,972.48,972.48,15.88,1.633%,0,nan
1262,2014-07-01,956.60,956.60,956.60,956.60,13.42,1.403%,0,nan
1263,2014-06-30,943.18,943.18,943.18,943.18,-0.3,0.032%,0,nan
1264,2014-06-29,943.48,943.48,943.48,943.48,7.17,0.76%,0,nan
1265,2014-06-26,936.31,936.31,936.31,936.31,5.76,0.615%,0,nan
1266,2014-06-25,930.55,930.55,930.55,930.55,7,0.752%,0,nan
1267,2014-06-24,923.55,923.55,923.55,923.55,5.97,0.646%,0,nan
1268,2014-06-23,917.58,917.58,917.58,917.58,-8.92,0.972%,0,nan
1269,2014-06-19,926.50,926.50,926.50,926.50,-5.8,0.626%,0,nan
1270,2014-06-18,932.30,932.30,932.30,932.30,-6.11,0.655%,0,nan
1271,2014-06-17,938.41,938.41,938.41,938.41,0.42,0.045%,0,nan
1272,2014-06-16,937.99,937.99,937.99,937.99,10.43,1.112%,0,nan
1273,2014-06-15,927.56,927.56,927.56,927.56,25.15,2.711%,0,nan
1274,2014-06-12,902.41,902.41,902.41,902.41,2.88,0.319%,0,nan
1275,2014-06-11,899.53,899.53,899.53,899.53,4.51,0.501%,0,nan
1276,2014-06-10,895.02,895.02,895.02,895.02,9.81,1.096%,0,nan
1277,2014-06-09,885.21,885.21,885.21,885.21,2,0.226%,0,nan
1278,2014-06-08,883.21,883.21,883.21,883.21,3.88,0.439%,0,nan
1279,2014-06-05,879.33,879.33,879.33,879.33,-3.61,0.411%,0,nan
1280,2014-06-04,882.94,882.94,882.94,882.94,-2.69,0.305%,0,nan
1281,2014-06-03,885.63,885.63,885.63,885.63,5.46,0.617%,0,nan
1282,2014-06-02,880.17,880.17,880.17,880.17,10.99,1.249%,0,nan
1283,2014-06-01,869.18,869.18,869.18,869.18,2.61,0.3%,0,nan
1284,2014-05-28,866.57,866.57,866.57,866.57,10.05,1.16%,0,nan
1285,2014-05-27,856.52,856.52,856.52,856.52,-4.08,0.476%,0,nan
1286,2014-05-26,860.60,860.60,860.60,860.60,-0.87,0.101%,0,nan
1287,2014-05-25,861.47,861.47,861.47,861.47,9.41,1.092%,0,nan
1288,2014-05-22,852.06,852.06,852.06,852.06,3.59,0.421%,0,nan
1289,2014-05-21,848.47,848.47,848.47,848.47,4.05,0.477%,0,nan
1290,2014-05-20,844.42,844.42,844.42,844.42,-0.07,0.008%,0,nan
1291,2014-05-19,844.49,844.49,844.49,844.49,-5.18,0.613%,0,nan
1292,2014-05-18,849.67,849.67,849.67,849.67,-2.39,0.281%,0,nan
1293,2014-05-13,852.06,852.06,852.06,852.06,-0.62,0.073%,0,nan
1294,2014-05-12,852.68,852.68,852.68,852.68,3.05,0.358%,0,nan
1295,2014-05-11,849.63,849.63,849.63,849.63,-7.13,0.839%,0,nan
1296,2014-05-08,856.76,856.76,856.76,856.76,-9.49,1.108%,0,nan
1297,2014-05-07,866.25,866.25,866.25,866.25,4.75,0.548%,0,nan
1298,2014-05-06,861.50,861.50,861.50,861.50,14.72,1.709%,0,nan
1299,2014-05-05,846.78,846.78,846.78,846.78,16.07,1.898%,0,nan
1300,2014-05-04,830.71,830.71,830.71,830.71,7.47,0.899%,0,nan
1301,2014-04-30,823.24,823.24,823.24,823.24,6.99,0.849%,0,nan
1302,2014-04-29,816.25,816.25,816.25,816.25,2.09,0.256%,0,nan
1303,2014-04-28,814.16,814.16,814.16,814.16,-3.49,0.429%,0,nan
1304,2014-04-27,817.65,817.65,817.65,817.65,-2.73,0.334%,0,nan
1305,2014-04-23,820.38,820.38,820.38,820.38,4.92,0.6%,0,nan
1306,2014-04-22,815.46,815.46,815.46,815.46,7.37,0.904%,0,nan
1307,2014-04-21,808.09,808.09,808.09,808.09,-0.36,0.045%,0,nan
1308,2014-04-20,808.45,808.45,808.45,808.45,-2.67,0.33%,0,nan
1309,2014-04-17,811.12,811.12,811.12,811.12,0.34,0.042%,0,nan
1310,2014-04-16,810.78,810.78,810.78,810.78,-7.8,0.962%,0,nan
1311,2014-04-15,818.58,818.58,818.58,818.58,0.93,0.114%,0,nan
1312,2014-04-13,817.65,817.65,817.65,817.65,6.31,0.772%,0,nan
1313,2014-04-10,811.34,811.34,811.34,811.34,9.62,1.186%,0,nan
1314,2014-04-09,801.72,801.72,801.72,801.72,5.79,0.722%,0,nan
1315,2014-04-07,795.93,795.93,795.93,795.93,-1.42,0.178%,0,nan
1316,2014-04-06,797.35,797.35,797.35,797.35,-3.23,0.405%,0,nan
1317,2014-04-03,800.58,800.58,800.58,800.58,-2.38,0.297%,0,nan
1318,2014-04-02,802.96,802.96,802.96,802.96,1.97,0.245%,0,nan
1319,2014-04-01,800.99,800.99,800.99,800.99,8.8,1.099%,0,nan
1320,2014-03-31,792.19,792.19,792.19,792.19,9.04,1.141%,0,nan
1321,2014-03-27,783.15,783.15,783.15,783.15,2.13,0.272%,0,nan
1322,2014-03-26,781.02,781.02,781.02,781.02,0.53,0.068%,0,nan
1323,2014-03-25,780.49,780.49,780.49,780.49,-2.27,0.291%,0,nan
1324,2014-03-24,782.76,782.76,782.76,782.76,8,1.022%,0,nan
1325,2014-03-23,774.76,774.76,774.76,774.76,-0.52,0.067%,0,nan
1326,2014-03-20,775.28,775.28,775.28,775.28,10.37,1.338%,0,nan
1327,2014-03-19,764.91,764.91,764.91,764.91,9.92,1.297%,0,nan
1328,2014-03-18,754.99,754.99,754.99,754.99,-13.55,1.795%,0,nan
1329,2014-03-17,768.54,768.54,768.54,768.54,-14.54,1.892%,0,nan
1330,2014-03-13,783.08,783.08,783.08,783.08,2.57,0.328%,0,nan
1331,2014-03-12,780.51,780.51,780.51,780.51,-7.48,0.958%,0,nan
1332,2014-03-11,787.99,787.99,787.99,787.99,-5.58,0.708%,0,nan
1333,2014-03-10,793.57,793.57,793.57,793.57,-2.93,0.369%,0,nan
1334,2014-03-09,796.50,796.50,796.50,796.50,-9.15,1.149%,0,nan
1335,2014-03-06,805.65,805.65,805.65,805.65,-4.82,0.598%,0,nan
1336,2014-03-05,810.47,810.47,810.47,810.47,10.42,1.286%,0,nan
1337,2014-03-04,800.05,800.05,800.05,800.05,-10.99,1.374%,0,nan
1338,2014-03-03,811.04,811.04,811.04,811.04,-14.66,1.808%,0,nan
1339,2014-02-26,825.70,825.70,825.70,825.70,-3.74,0.453%,0,nan
1340,2014-02-25,829.44,829.44,829.44,829.44,-0.45,0.054%,0,nan
1341,2014-02-24,829.89,829.89,829.89,829.89,-1.97,0.237%,0,nan
1342,2014-02-23,831.86,831.86,831.86,831.86,9.19,1.105%,0,nan
1343,2014-02-20,822.67,822.67,822.67,822.67,8.11,0.986%,0,nan
1344,2014-02-18,814.56,814.56,814.56,814.56,10.83,1.33%,0,nan
1345,2014-02-17,803.73,803.73,803.73,803.73,2.41,0.3%,0,nan
1346,2014-02-16,801.32,801.32,801.32,801.32,-1.78,0.222%,0,nan
1347,2014-02-13,803.10,803.10,803.10,803.10,4.77,0.594%,0,nan
1348,2014-02-12,798.33,798.33,798.33,798.33,1.78,0.223%,0,nan
1349,2014-02-11,796.55,796.55,796.55,796.55,-6.58,0.826%,0,nan
1350,2014-02-10,803.13,803.13,803.13,803.13,19.13,2.382%,0,nan
1351,2014-02-09,784.00,784.00,784.00,784.00,-1.78,0.227%,0,nan
1352,2014-02-06,785.78,785.78,785.78,785.78,4.4,0.56%,0,nan
1353,2014-02-05,781.38,781.38,781.38,781.38,6.47,0.828%,0,nan
1354,2014-02-04,774.91,774.91,774.91,774.91,5.4,0.697%,0,nan
1355,2014-02-03,769.51,769.51,769.51,769.51,-6.41,0.833%,0,nan
