Date,28 Days,91 Days,182 Days,364 Days,Weighted Average Interbank Rate (Daily),7 Days (Regular),7 Days (Regular),15 Days,30 Days,60 Days,90 Days,Weighted Average Deposit Auction Rate (14 Days),Weighted Average Repo Rate (14 Days)
"04 Sep, 2014",,,,,0.1541,,0.0686,,,,,,
"07 Sep, 2014",,,,,0.1500,,,,,,,,
"09 Sep, 2014",,0.0163,0.2330,,0.1500,,,,,,,,
"10 Sep, 2014",,,,,0.1500,,,,,,,,
"11 Sep, 2014",,,,,0.1278,,0.0240,,,,,,
"12 Sep, 2014",,,,,0.1361,,,,,,,,
"14 Sep, 2014",,,,,0.1500,,,,,,,,
"15 Sep, 2014",,,,,0.1500,,,,,,,,
"16 Sep, 2014",0.0081,0.1833,0.3281,0.5746,0.1500,,,,,,,,
"17 Sep, 2014",,,,,0.1591,,,,,,�0.5850,,
"18 Sep, 2014",,,,,0.1694,,0.0288,,,,,,
"19 Sep, 2014",,,,,0.1582,,,,,,,,
"21 Sep, 2014",,,,,0.1720,,,,,,,,
"22 Sep, 2014",,,,,0.1728,,,,,,,,
"23 Sep, 2014",0.2953,0.2810,0.6732,0.7409,0.1631,,,,,,,,
"24 Sep, 2014",,,,,0.6686,,,,,,�0.7488,,
"26 Sep, 2014",,,,,1.1438,,0.3631,,,,,,
"28 Sep, 2014",,,,,1.3299,,,,,,,,
"29 Sep, 2014",,,,,1.4740,,,,,,,,
"30 Sep, 2014",,1.2399,1.2781,1.5096,1.4425,,,,,,,,
"08 Oct, 2014",,1.2975,,,1.3243,,,,,,,,
"09 Oct, 2014",,,,,1.3104,,0.0001,,,,,,
"10 Oct, 2014",,,,,1.0401,,,,,,,,
"12 Oct, 2014",,,,,1.0950,,,,,,,,
"13 Oct, 2014",,,,,1.1637,,,,,,,,
"14 Oct, 2014",0.5069,0.8382,,,1.1029,,,,,,,,
"15 Oct, 2014",,,,,1.0756,,,,,,,,
"16 Oct, 2014",,,,,0.9755,,0.0001,,,,,,
"17 Oct, 2014",,,,,0.7464,,,,,,,,
"19 Oct, 2014",,,,,0.8319,,,,,,,,
"20 Oct, 2014",,,,,0.7810,,,,,,,,
"21 Oct, 2014",0.4567,0.6414,1.2073,,0.6292,,,,,,,,
"22 Oct, 2014",,,,,0.4431,,,,,,,,
"26 Oct, 2014",,,,,0.4351,,0.0627,,,,,,
"27 Oct, 2014",,,,,0.3939,,,,,,,,
"28 Oct, 2014",,0.5165,,0.9608,0.3625,,,,,,,,
"30 Oct, 2014",,,,,0.3121,,0.0976,,,,,,
"31 Oct, 2014",,,,,0.2095,,,,,,,,
"02 Nov, 2014",,,,,0.3536,,,,,,,,
"03 Nov, 2014",,,,,0.2306,,,,,,,,
"04 Nov, 2014",,0.4645,,0.8607,0.2625,,,,,,,,
"05 Nov, 2014",,,,,0.2000,,,,,,,,
"06 Nov, 2014",,,,,0.2124,,0.0001,,,,,,
"07 Nov, 2014",,,,,0.1972,,,,,,,,
"09 Nov, 2014",,,,,0.2051,,,,,,,,
"10 Nov, 2014",,,,,0.2289,,,,,,,,
"11 Nov, 2014",0.0013,0.2501,,0.6672,0.1995,,,,,,,,
"12 Nov, 2014",,,,,0.1922,,,,,,,,
"13 Nov, 2014",,,,,0.1861,,0.0001,,,,,,
"14 Nov, 2014",,,,,0.1750,,,,,,,,
"16 Nov, 2014",,,,,0.1960,,,,,,,,
"17 Nov, 2014",,,,,0.1000,,,,,,,,
"18 Nov, 2014",0.0590,0.2323,0.4109,0.5867,0.1496,,,,,,,,
"19 Nov, 2014",,,,,0.1500,,,,,,,,
"20 Nov, 2014",,,,,0.1467,,0.0001,,,,,,
"21 Nov, 2014",,,,,0.1500,,,,,,,,
"23 Nov, 2014",,,,,0.1500,,,,,,,,
"24 Nov, 2014",,,,,0.1500,,,,,,,,
"25 Nov, 2014",,0.0004,,,0.1412,,,,,,,,
"28 Nov, 2014",,,,,0.1500,,0.1576,,,,,,
"30 Nov, 2014",,,,,0.1500,,,,,,,,
"01 Dec, 2014",,,,,0.1167,,,,,,,,
"02 Dec, 2014",,0.0004,,0.4632,0.1500,,,,,,,,
"03 Dec, 2014",,,,,0.1499,,,,,,�0.2072,,
"04 Dec, 2014",,,,,0.1333,,0.0001,,,,,,
"05 Dec, 2014",,,,,0.1400,,,,,,�0.1655,,
"07 Dec, 2014",,,,,0.1441,,,,,,,,
"08 Dec, 2014",,,,,0.1382,,,,,,,,
"09 Dec, 2014",,0.0789,0.2474,,0.1500,,,,,,,,
"10 Dec, 2014",,,,,0.1500,,,,,,�0.2456,,
"11 Dec, 2014",,,,,0.1437,,0.0021,,,,,,
"12 Dec, 2014",,,,,0.1367,,,,,,,,
"14 Dec, 2014",,,,,0.1420,,,,,,,,
"15 Dec, 2014",,,,,0.1454,,,,,,,,
"16 Dec, 2014",,0.1139,0.2367,0.4536,0.1457,,,,,,,,
"17 Dec, 2014",,,,,0.1447,,,,,,,,
"18 Dec, 2014",,,,,0.1350,,0.0001,,,,,,
"19 Dec, 2014",,,,,0.1500,,,,,,,,
"21 Dec, 2014",,,,,0.1473,,,,,,,,
"22 Dec, 2014",,,,,0.1500,,,,,,,,
"23 Dec, 2014",,0.0768,0.2194,0.3901,0.1481,,,,,,,,
"24 Dec, 2014",,,,,0.1500,,,,,,,,
"26 Dec, 2014",,,,,0.1474,,0.0001,,,,,,
"28 Dec, 2014",,,,,0.1500,,,,,,,,
"29 Dec, 2014",,,,,0.1400,,,,,,,,
"31 Dec, 2014",,0.0349,,0.3120,0.1500,,,,,,,,
"01 Jan, 2015",,,,,0.1500,,0.0297,,,,,,
"02 Jan, 2015",,,,,0.1500,,,,,,,,
"04 Jan, 2015",,,,,0.1500,,,,,,,,
"05 Jan, 2015",,,,,,,0.1750,,,,,,
"06 Jan, 2015",,0.0414,,0.2902,,,,,,,,,
"07 Jan, 2015",,,,,,,,,,,�0.1561,,
"08 Jan, 2015",,,,,,,0.0008,,,,,,
"12 Jan, 2015",,,,,,,,,,,�0.2479,,
"13 Jan, 2015",,0.2986,,,,,,,,,,,
"14 Jan, 2015",,,,,0.2000,,,,,,,,
"16 Jan, 2015",,,,,0.4810,,0.1662,,,,,,
"18 Jan, 2015",,,,,0.3125,,,,,,,,
"19 Jan, 2015",,,,,0.7485,,,,,,0.6937,,
"20 Jan, 2015",,0.7760,,,0.9761,,,,,,,,
"22 Jan, 2015",,,,,0.8284,,0.1949,,,,,,
"23 Jan, 2015",,,,,0.9501,,,,,,,,
"25 Jan, 2015",,,,,0.8435,,,,,,,,
"26 Jan, 2015",,,,,0.8344,,,,,,,,
"27 Jan, 2015",,0.0004,,,0.9204,,,,,,,,
"28 Jan, 2015",,,,,1.1359,,,,,,,,
"29 Jan, 2015",,,,,1.5089,,0.1750,,,,,,
"01 Feb, 2015",,,,,1.6232,,,,,,,,
"02 Feb, 2015",,,,,1.8365,,,,,,,,
"03 Feb, 2015",,0.8331,,,1.8907,,,,,,,,
"04 Feb, 2015",,,,,1.9354,,,,,,,,
"05 Feb, 2015",,,,,1.9734,,0.1375,,,,,,
"06 Feb, 2015",,,,,2.2505,,,,,,,,
"08 Feb, 2015",,,,,2.1806,,,,,,,,
"09 Feb, 2015",,,,,2.6887,,,,,,,,
"10 Feb, 2015",,0.8354,,,3.6226,,,,,,,,
"11 Feb, 2015",,,,,4.2647,,,,,,,,
"12 Feb, 2015",,,,,4.3414,,0.2000,,,,,,
"13 Feb, 2015",,,,,2.5363,,,,,,,,
"15 Feb, 2015",,,,,3.4726,,,,,,,,
"16 Feb, 2015",,,,,3.4989,,,,,,,,
"18 Feb, 2015",,1.5688,1.3626,1.5430,2.8810,,,,,,,,
"20 Feb, 2015",,,,,2.0462,,1.0360,,,,,,
"22 Feb, 2015",,,,,2.1993,,,,,,,,
"23 Feb, 2015",,,,,2.3834,,,,,,,,
"24 Feb, 2015",,0.0004,,,2.3628,,,,,,,,
"25 Feb, 2015",,,,,2.3461,,,,,,,,
"26 Feb, 2015",,,,,2.0882,,0.0001,,,,,,
"27 Feb, 2015",,,,,1.5195,,,,,,,,
"01 Mar, 2015",,,,,1.6614,,,,,,,,
"02 Mar, 2015",,,,,1.4024,,,,,,,,
"03 Mar, 2015",,0.0004,,,1.1731,,,,,,,,
"04 Mar, 2015",,,,,0.9483,,,,,,,,
"05 Mar, 2015",,,,,0.7557,,,,,,,,
"06 Mar, 2015",,,,,0.6794,,0.0001,,,,,,
"09 Mar, 2015",,,,,0.7823,,,,,,,,
"10 Mar, 2015",,0.7284,0.9391,1.1371,0.6581,,,,,,,,
"11 Mar, 2015",,,,,0.4423,,,,,,,,
"12 Mar, 2015",,,,,0.4292,,0.3975,,,,,,
"13 Mar, 2015",,,,,0.4048,,,,,,0.8645,,
"15 Mar, 2015",,,,,0.5430,,,,,,,,
"16 Mar, 2015",,,,,0.6100,,,,,,,,
"17 Mar, 2015",,0.8127,0.8628,1.1123,0.6653,,,,,,,,
"18 Mar, 2015",,,,,0.7191,,,,,,,,
"19 Mar, 2015",,,,,0.6778,,0.1000,,,,,,
"22 Mar, 2015",,,,,0.7477,,,,,,,,
"23 Mar, 2015",,,,,0.8021,,,,,,,,
"24 Mar, 2015",,0.6242,0.8737,1.1713,0.7705,,,,,,,,
"25 Mar, 2015",,,,,0.6969,,,,,,,,
"26 Mar, 2015",,,,,0.5653,,0.0900,,,,,,
"27 Mar, 2015",,,,,0.6587,,,,,,,,
"29 Mar, 2015",,,,,0.6309,,,,,,,,
"30 Mar, 2015",,,,,0.6176,,,,,,,,
"31 Mar, 2015",,0.7359,0.8939,1.1953,0.6358,,,,,,,,
"01 Apr, 2015",,,,,0.6319,,,,,,,,
"02 Apr, 2015",,,,,0.6274,,0.0371,,,,,,
"03 Apr, 2015",,,,,0.5250,,,,,,,,
"05 Apr, 2015",,,,,0.5299,,,,,,,,
"06 Apr, 2015",,,,,0.6397,,,,,,,,
"07 Apr, 2015",,0.4723,,1.0796,0.6562,,,,,,,,
"08 Apr, 2015",,,,,0.6840,,,,,,,,
"09 Apr, 2015",,,,,0.5711,,0.0124,,,,,,
"10 Apr, 2015",,,,,0.4500,,,,,,0.7615,,
"12 Apr, 2015",,,,,0.4610,,,,,,,,
"13 Apr, 2015",,,,,0.3700,,,,,,0.6785,,
"15 Apr, 2015",,0.6067,,,0.3627,,,,,,,,
"16 Apr, 2015",,,,,0.3706,,0.2228,,,,,,
"17 Apr, 2015",,,,,0.3700,,,,,,,,
"19 Apr, 2015",,,,,0.3870,,,,,,0.7899,,
"21 Apr, 2015",,0.5959,0.9045,,0.3690,,,,,,,,
"22 Apr, 2015",,,,,1.0805,,,,,,,,
"23 Apr, 2015",,,,,0.3282,,0.4009,,,,,,
"24 Apr, 2015",,,,,0.4000,,,,,,,,
"26 Apr, 2015",,,,,0.3675,,,,,,,,
"28 Apr, 2015",,0.5959,,,,,,,,,,,
"03 May, 2015",,,,,0.3500,,,,,,,,
"04 May, 2015",,,,,,,0.2169,,,,,,
"05 May, 2015",,0.5959,,,0.3520,,,,,,,,
"06 May, 2015",,,,,0.3174,,,,,,,,
"07 May, 2015",,,,,0.3333,,0.3338,,,,,,
"08 May, 2015",,,,,0.3071,,,,,,,,
"10 May, 2015",,,,,0.2700,,,,,,,,
"11 May, 2015",,,,,0.2500,,,,,,,,
"12 May, 2015",,0.4594,,0.9827,,,,,,,,,
"13 May, 2015",,,,,0.2500,,,,,,,,
"14 May, 2015",,,,,0.2470,,,,,,,,
"17 May, 2015",,,,,0.2636,,,,,,,,
"18 May, 2015",,,,,0.2500,,,,,,,,
"19 May, 2015",,0.4088,0.6827,,0.2444,,,,,,,,
"20 May, 2015",,,,,0.2000,,,,,,,,
"21 May, 2015",,,,,,,0.2019,,,,,,
"24 May, 2015",,,,,0.2500,,,,,,,,
"25 May, 2015",,,,,0.2000,,,,,,,,
"26 May, 2015",,0.3943,,,,,,,,,,,
"27 May, 2015",,,,,0.2375,,,,,,,,
"28 May, 2015",,,,,0.2000,,0.3603,,,,,,
"31 May, 2015",,,,,0.2857,,,,,,,,
"02 Jun, 2015",,0.3921,,,0.2893,,,,,,,,
"03 Jun, 2015",,,,,0.2000,,,,,,,,
"04 Jun, 2015",,,,,0.2214,,0.2169,,,,,,
"05 Jun, 2015",,,,,0.2000,,,,,,,,
"07 Jun, 2015",,,,,0.2500,,,,,,,,
"08 Jun, 2015",,,,,0.2000,,,,,,,,
"09 Jun, 2015",,0.3446,,,,,,,,,,,
"11 Jun, 2015",,,,,0.2351,,0.1000,,,,,,
"14 Jun, 2015",,,,,0.2490,,,,,,,,
"15 Jun, 2015",,,,,0.2500,,,,,,,,
"16 Jun, 2015",,0.1811,0.5771,0.8091,0.2500,,,,,,,,
"18 Jun, 2015",,,,,0.3000,,0.0468,,,,,,
"19 Jun, 2015",,,,,0.2000,,,,,,,,
"21 Jun, 2015",,,,,1.5500,,,,,,,,
"22 Jun, 2015",,,,,9.000,,,,,,,,
"23 Jun, 2015",,0.2387,0.5502,0.8386,0.1500,,,,,,,,
"25 Jun, 2015",,,,,,,0.0379,,,,,,
"26 Jun, 2015",,,,,0.1733,,,,,,,,
"28 Jun, 2015",,,,,1.2323,,,,,,,,
"29 Jun, 2015",,,,,0.2107,,,,,,,,
"30 Jun, 2015",,0.1677,,0.7664,0.2301,,,,,,,,
"01 Jul, 2015",,,,,0.2511,,,,,,,,
"02 Jul, 2015",,,,,0.4746,,0.0070,,,,,,
"03 Jul, 2015",,,,,0.9781,,,,,,,,
"05 Jul, 2015",,,,,0.2463,,,,,,,,
"06 Jul, 2015",,,,,0.5020,,,,,,,,
"07 Jul, 2015",,0.0172,,0.6126,0.2250,,,,,,,,
"08 Jul, 2015",,,,,3.0474,,,,,,,,
"09 Jul, 2015",,,,,0.9035,,0.0001,,,,,,
"10 Jul, 2015",,,,,1.2353,,,,,,,,
"12 Jul, 2015",,,,,0.2077,,,,,,,,
"13 Jul, 2015",,,,,0.2000,,,,,,0.0648,,
"14 Jul, 2015",,0.0004,,,,,,,,,,,
"15 Jul, 2015",,,,,9.0000,,,,,,0.2743,,
"16 Jul, 2015",,,,,4.0000,,0.0001,,,,0.2911,,
"17 Jul, 2015",,,,,9.0000,,,,,,,,
"22 Jul, 2015",,0.0004,,,1.4350,,,,,,,,
"23 Jul, 2015",,,,,0.5670,,0.0483,,,,1.2754,,
"24 Jul, 2015",,,,,0.9292,,,,,,0.8351,,
"26 Jul, 2015",,,,,0.3343,,,,,,1.1717,,
"27 Jul, 2015",,,,,0.4664,,,,,,,,
"28 Jul, 2015",,0.7301,,,0.4432,,,,,,,,
"29 Jul, 2015",,,,,0.4243,,0.3823,,,,,,
"30 Jul, 2015",,,,,0.4912,,,,,,1.3963,,
"31 Jul, 2015",,,,,0.4389,,,,,,1.5843,,
"02 Aug, 2015",,,,,0.4746,,,,,,1.8701,,
"03 Aug, 2015",,,,,0.6123,,,,,,,,
"04 Aug, 2015",,1.8025,,,0.5886,,,,,,,,
"05 Aug, 2015",,,,,0.5312,,0.7089,,,,,,
"06 Aug, 2015",,,,,0.5259,,,,,,2.1713,,
"07 Aug, 2015",,,,0.6126,0.3000,,,,,,,,
"09 Aug, 2015",,,,,0.5335,,,,,,2.5107,,
"10 Aug, 2015",,,,,0.7353,,,,,,,,
"11 Aug, 2015",,2.4084,,,0.8746,,,,,,2.9042,,
"12 Aug, 2015",,,,,0.9429,,0.5314,,,,,,
"13 Aug, 2015",,,,,0.9761,,,,,,2.9718,,
"14 Aug, 2015",,,,,0.9818,,,,,,,,
"16 Aug, 2015",,,,,1.0866,,,,,,,,
"17 Aug, 2015",,,,,1.3248,,,,,,,,
"18 Aug, 2015",,2.9581,3.5275,,1.5279,,,,,,,,
"19 Aug, 2015",,,,,1.5880,,1.8935,,,,,,
"20 Aug, 2015",,,,,1.5941,,,,,,,,
"21 Aug, 2015",,,,,1.5356,,,,,,,,
"23 Aug, 2015",,,,,1.6210,,,,,,,,
"24 Aug, 2015",,,,,1.6891,,,,,,,,
"25 Aug, 2015",,2.8765,,,1.7187,,,,,,,,
"26 Aug, 2015",,,,,1.7135,,1.5205,,,,,,
"27 Aug, 2015",,,,,1.6541,,,,,,,,
"28 Aug, 2015",,,,,1.5411,,,,,,,,
"31 Aug, 2015",,,,,1.6608,,,,,,,,
"01 Sep, 2015",,2.0024,,3.3487,1.7112,,,,,,,,
"02 Sep, 2015",,,,,1.6593,,1.2703,,,,,,
"03 Sep, 2015",,,,,1.5564,,,,,,,,
"04 Sep, 2015",,,,,1.1187,,,,,,,,
"06 Sep, 2015",,,,,1.3518,,,,,,,,
"07 Sep, 2015",,,,,1.3942,,,,,,,,
"08 Sep, 2015",,2.1459,2.7680,,1.3491,,,,,,,,
"09 Sep, 2015",,,,,1.3074,,1.0621,,,,,,
"10 Sep, 2015",,,,,1.1194,,,,,,,,
"11 Sep, 2015",,,,,0.9091,,,,,,,,
"13 Sep, 2015",,,,,1.0129,,,,,,,,
"14 Sep, 2015",,,,,1.0868,,,,,,,,
"15 Sep, 2015",,1.8053,2.2725,2.6842,1.0067,,,,,,,,
"16 Sep, 2015",,,,,0.8423,,0.7400,,,,,,
"17 Sep, 2015",,,,,0.6824,,,,,,,,
"18 Sep, 2015",,,,,3.6944,,,,,,,,
"20 Sep, 2015",,,,,1.0500,,,,,,,,
"21 Sep, 2015",,,,,0.8500,,,,,,,,
"22 Sep, 2015",,1.4210,1.7219,2.0489,0.6557,,,,,,,,
"23 Sep, 2015",,,,,0.6398,,0.5022,,,,,,
"24 Sep, 2015",,,,,0.5470,,,,,,,,
"28 Sep, 2015",,,,,0.5302,,,,,,,,
"29 Sep, 2015",,1.0592,1.3249,1.7539,0.4645,,,,,,,,
"30 Sep, 2015",,,,,0.3748,,0.3399,,,,,,
"01 Oct, 2015",,,,,0.3258,,,,,,,,
"02 Oct, 2015",,,,,3.3300,,,,,,,,
"04 Oct, 2015",,,,,0.3451,,,,,,,,
"05 Oct, 2015",,,,,0.3554,,,,,,,,
"06 Oct, 2015",,0.4337,,,0.3169,,,,,,,,
"07 Oct, 2015",,,,,0.2500,,0.1633,,,,,,
"08 Oct, 2015",,,,,0.2065,,,,,,,,
"09 Oct, 2015",,,,,0.2217,,,,,,,,
"11 Oct, 2015",,,,,0.2402,,,,,,,,
"12 Oct, 2015",,,,,0.3500,,,,,,,,
"14 Oct, 2015",,0.1287,,,0.2154,,0.0031,,,,,,
"15 Oct, 2015",,,,,0.2138,,,,,,,,
"16 Oct, 2015",,,,,0.1672,,,,,,,,
"18 Oct, 2015",,,,,0.2303,,,,,,0.6639,,
"19 Oct, 2015",,,,,0.2057,,,,,,,,
"25 Oct, 2015",,0.0914,0.8634,,0.2340,,,,,,,,
"27 Oct, 2015",,0.0632,,0.9746,0.2000,,,,,,0.3996,,
"28 Oct, 2015",,,,,0.1909,,0.0841,,,,,,
"29 Oct, 2015",,,,,0.1719,,,,,,0.5848,,
"30 Oct, 2015",,,,,0.1800,,,,,,,,
"01 Nov, 2015",,,,,0.1999,,,,,,0.8415,,
"02 Nov, 2015",,,,,0.2875,,,,,,,,
"03 Nov, 2015",,0.5929,,0.9328,0.2085,,,,,,1.2075,,
"04 Nov, 2015",,,,,0.2625,,0.3384,,,,,,
"05 Nov, 2015",,,,,0.2885,,,,,,1.7380,,
"06 Nov, 2015",,,,,0.3497,,,,,,,,
"08 Nov, 2015",,,,,0.4183,,,,,,,,
"09 Nov, 2015",,,,,0.5107,,,,,,,,
"10 Nov, 2015",,0.4357,,1.0174,0.4427,,,,,,,,
"15 Nov, 2015",,,,,0.6070,,,,,,,,
"16 Nov, 2015",,,,,0.6151,,,,,,,,
"18 Nov, 2015",,0.4920,0.8527,0.9840,0.6484,,0.2283,,,,,,
"19 Nov, 2015",,,,,0.5000,,,,,,,,
"20 Nov, 2015",,,,,0.4000,,,,,,,,
"22 Nov, 2015",,,,,0.6428,,,,,,1.6806,,
"23 Nov, 2015",,,,,0.8348,,,,,,,,
"24 Nov, 2015",,0.5135,,,1.0543,,,,,,1.4500,,
"25 Nov, 2015",,,,,1.1743,,0.0001,,,,,,
"26 Nov, 2015",,,,,1.2803,,,,,,1.4574,,
"27 Nov, 2015",,,,,1.0663,,,,,,,,
"29 Nov, 2015",,,,,1.1435,,,,,,,,
"30 Nov, 2015",,,,,1.1586,,,,,,,,
"01 Dec, 2015",,0.6149,,1.2160,1.1443,,,,,,,,
"02 Dec, 2015",,,,,0.8174,,0.0001,,,,,,
"03 Dec, 2015",,,,,0.8075,,,,,,,,
"04 Dec, 2015",,,,,0.6088,,,,,,,,
"06 Dec, 2015",,,,,1.6393,,,,,,,,
"07 Dec, 2015",,,,,0.7989,,,,,,,,
"08 Dec, 2015",,0.5467,,,0.2575,,,,,,,,
"09 Dec, 2015",,,,,0.2219,,0.0001,,,,,,
"10 Dec, 2015",,,,,0.2095,,,,,,0.6786,,
"11 Dec, 2015",,,,,0.1825,,,,,,,,
"13 Dec, 2015",,,,,0.2100,,,,,,0.6347,,
"14 Dec, 2015",,,,,0.4816,,,,,,,,
"15 Dec, 2015",,0.4052,,0.9064,0.2362,,,,,,0.6605,,
"16 Dec, 2015",,,,,0.2145,,0.0914,,,,,,
"17 Dec, 2015",,,,,0.2154,,,,,,,,
"18 Dec, 2015",,,,,0.2130,,,,,,,,
"20 Dec, 2015",,,,,0.2313,,,,,,0.6622,,
"21 Dec, 2015",,,,,0.2315,,,,,,,,
"22 Dec, 2015",,0.6125,0.8302,0.9181,0.2405,,,,,,0.8257,,
"23 Dec, 2015",,,,,0.2619,,0.1183,,,,,,
"24 Dec, 2015",,,,,0.2605,,,,,,0.9397,,
"27 Dec, 2015",,,,,0.2458,,,,,,,,
"28 Dec, 2015",,,,,0.2951,,,,,,,,
"29 Dec, 2015",,0.7751,,0.9693,0.2978,,,,,,,,
"31 Dec, 2015",,,,,0.2835,,0.0575,,,,,,
"01 Jan, 2016",,,,,0.2806,,,,,,,,
"03 Jan, 2016",,,,,0.2673,,,,,,,,
"04 Jan, 2016",,,,,0.2989,,,,,,,,
"05 Jan, 2016",,0.5792,,0.9471,0.2986,,,,,,,,
"06 Jan, 2016",,,,,0.2794,,0.0001,,,,,,
"07 Jan, 2016",,,,,0.2548,,,,,,,,
"08 Jan, 2016",,,,,0.2420,,,,,,,,
"10 Jan, 2016",,,,,0.2549,,,,,,,,
"11 Jan, 2016",,,,,0.2544,,,,,,,,
"12 Jan, 2016",,0.6535,,,0.2417,,,,,,,,
"13 Jan, 2016",,,,,0.2333,,0.0001,,,,,,
"14 Jan, 2016",,,,,0.2060,,,,,,,,
"17 Jan, 2016",,,,,0.2411,,,,,,,,
"18 Jan, 2016",,,,,0.2627,,,,,,,,
"19 Jan, 2016",,0.4677,,,0.2500,,,,,,,,
"20 Jan, 2016",,,,,0.2452,,0.0458,,,,,,
"21 Jan, 2016",,,,,0.2306,,,,,,,,
"22 Jan, 2016",,,,,0.2275,,,,,,,,
"24 Jan, 2016",,,,,0.1971,,,,,,,,
"25 Jan, 2016",,,,,0.2144,,,,,,,,
"26 Jan, 2016",,0.2834,,,0.2000,,,,,,0.5949,,
"27 Jan, 2016",,,,,0.2000,,0.1494,,,,,,
"28 Jan, 2016",,,,,0.1985,,,,,,0.5283,,
"31 Jan, 2016",,,,,0.2093,,,,,,0.5261,,
"01 Feb, 2016",,,,,0.2000,,,,,,,,
"02 Feb, 2016",,0.2558,,,0.1914,,,,,,0.4688,,
"03 Feb, 2016",,,,,,,0.1155,,,,,,
"04 Feb, 2016",,,,,0.1957,,,,,,0.4110,,
"07 Feb, 2016",,,,,0.1820,,,,,,,,
"08 Feb, 2016",,,,,0.1650,,,,,,,,
"10 Feb, 2016",,0.1845,,,0.1625,,,,,,,,
"11 Feb, 2016",,,,,0.1333,,0.1306,,,,,,
"12 Feb, 2016",,,,,0.1200,,,,,,0.3532,,
"14 Feb, 2016",,,,,0.1398,,,,,,0.3612,,
"15 Feb, 2016",,,,,0.1241,,,,,,,,
"16 Feb, 2016",,0.1969,0.5193,,0.1358,,,,,,0.3719,,
"17 Feb, 2016",,,,,0.1383,,0.1211,,,,,,
"18 Feb, 2016",,,,,0.1290,,,,,,0.4142,,
"21 Feb, 2016",,,,,0.1424,,,,,,,,
"22 Feb, 2016",,,,,0.1446,,,,,,,,
"23 Feb, 2016",,0.2005,,,0.1426,,,,,,0.4322,,
"24 Feb, 2016",,,,,0.1427,,0.1342,,,,,,
"25 Feb, 2016",,,,,0.1391,,,,,,,,
"26 Feb, 2016",,,,,0.1643,,,,,,,,
"28 Feb, 2016",,,,,0.1809,,,,,,,,
"29 Feb, 2016",,,,,0.1965,,,,,,,,
"01 Mar, 2016",,0.1897,,,0.2853,,,,,,,,
"02 Mar, 2016",,,,,0.4639,,0.2947,,,,,,
"03 Mar, 2016",,,,,0.4700,,,,,,,,
"04 Mar, 2016",,,,,0.4593,,,,,,,,
"06 Mar, 2016",,,,,0.5898,,,,,,,,
"10 Mar, 2016",,0.7962,1.1077,1.3328,0.7354,,0.6000,,,,,,
"11 Mar, 2016",,,,,0.7811,,,,,,,,
"13 Mar, 2016",,,,,1.0457,,,,,,,,
"14 Mar, 2016",,,,,1.7289,,,,,,,,
"15 Mar, 2016",,0.9985,1.1579,,2.0650,,,,,,,,
"16 Mar, 2016",,,,,2.1220,,2.1084,,,,,,
"17 Mar, 2016",,,,,2.0770,,,,,,,,
"18 Mar, 2016",,,,,1.7740,,,,,,,,
"20 Mar, 2016",,,,,1.8633,,,,,,,,
"21 Mar, 2016",,,,,1.7583,,,,,,,,
"23 Mar, 2016",,1.0763,1.1136,1.3120,1.5792,,0.9800,,,,,,
"24 Mar, 2016",,,,,1.1524,,,,,,,,
"25 Mar, 2016",,,,,0.9141,,,,,,,,
"27 Mar, 2016",,,,,0.9686,,,,,,,,
"28 Mar, 2016",,,,,0.8964,,,,,,,,
"29 Mar, 2016",,1.0652,1.0000,1.2656,0.8557,,,,,,,,
"30 Mar, 2016",,,,,0.8686,,0.6799,,,,,,
"31 Mar, 2016",,,,,0.8941,,,,,,,,
"01 Apr, 2016",,,,,0.9620,,,,,,,,
"03 Apr, 2016",,,,,1.0995,,,,,,,,
"04 Apr, 2016",,,,,1.2787,,,,,,,,
"05 Apr, 2016",,1.0785,,1.3223,1.4096,,,,,,,,
"06 Apr, 2016",,,,,1.4827,,0.0001,,,,,,
"08 Apr, 2016",,,,,1.7277,,,,,,,,
"10 Apr, 2016",,,,,1.9872,,,,,,,,
"11 Apr, 2016",,,,,2.6883,,,,,,,,
"12 Apr, 2016",,1.3457,,,2.9803,,,,,,,,
"14 Apr, 2016",,,,,2.6979,,0.0001,,,,,,
"17 Apr, 2016",,,,,2.9323,,,,,,,,
"18 Apr, 2016",,,,,3.2625,,,,,,,,
"19 Apr, 2016",,2.4226,1.8787,,4.3693,,,,,,,,
"20 Apr, 2016",,,,,5.1493,,1.5000,,,,,,
"21 Apr, 2016",,,,,5.6672,,,,,,,,
"22 Apr, 2016",,,,,5.4704,,,,,,,,
"24 Apr, 2016",,,,,5.1566,,,,,,,,
"25 Apr, 2016",,,,,4.7994,,,,,,,,
"26 Apr, 2016",,1.5838,,,4.6184,,,,,,,,
"27 Apr, 2016",,,,,4.5609,,1.0000,,,,,,
"28 Apr, 2016",,,,,4.4077,,,,,,,,
"29 Apr, 2016",,,,,4.4062,,,,,,,,
"02 May, 2016",,,,,4.2150,,,,,,,,
"03 May, 2016",,1.1376,,,3.6631,,,,,,,,
"04 May, 2016",,,,,2.8021,,0.5000,,,,,,
"05 May, 2016",,,,,1.8375,,,,,,,,
"06 May, 2016",,,,,0.9606,,,,,,,,
"08 May, 2016",,,,,0.8892,,,,,,,,
"09 May, 2016",,,,,0.8160,,,,,,,,
