,Date,indexes,returns,SVAR,treasury_yields,gov_bond_yields,infl
190,2013-05,1630.74,0.02055017475157647,0.001015559735,0.0004,0.0309,0.0017804077735872337
191,2013-06,1606.28,-0.015112952997701294,0.002247641145,0.0005,0.033,0.002399708085599528
192,2013-07,1685.73,0.04827775787697368,0.0005020771070000001,0.0004,0.0344,0.0003939975332329926
193,2013-08,1632.97,-0.03179826168331884,0.00095043767,0.0004,0.0351,0.0012029315570472043
194,2013-09,1681.55,0.029315544388002535,0.0006222293619999999,0.0002,0.0349,0.001163004485263519
195,2013-10,1756.54,0.043629977912082465,0.001438361389,0.0005,0.0342,-0.002575283259804717
196,2013-11,1805.81,0.027663279564206007,0.000644417423,0.0007000000000000001,0.0361,-0.002042424190523473
197,2013-12,1848.36,0.02328951485450324,0.000745535971,0.0007000000000000001,0.0378,-8.58114978825597e-05
198,2014-01,1782.59,-0.03623139652694681,0.001303568866,0.0004,0.0342,0.003720247673236088
199,2014-02,1859.45,0.04221338215754876,0.001253562652,0.0005,0.0339,0.003697908650968751
200,2014-03,1872.34,0.006908240422563322,0.000869064252,0.0005,0.0337,0.006440044126228228
201,2014-04,1883.95,0.006181651028472133,0.001362664416,0.0003,0.0326,0.003296754453157691
202,2014-05,1923.57,0.020812198017934665,0.0005551926960000001,0.0003,0.0309,0.0034926098400485106
203,2014-06,1960.23,0.01887897875478642,0.000281998742,0.0004,0.0313,0.0018621269440941557
204,2014-07,1930.67,-0.015194720363435775,0.000949120989,0.0003,0.031,-0.0003901939641608454
205,2014-08,2003.37,0.03696366960697851,0.000546197032,0.0003,0.0287,-0.0016705141657922251
206,2014-09,1972.29,-0.01563545834824645,0.0007210134850000001,0.0002,0.03,0.0007525688243108508
207,2014-10,2018.05,0.0229363944395255,0.0029439643499999993,0.0002,0.0282,-0.0025122778125539202
208,2014-11,2067.56,0.02423746941943873,0.000150262084,0.0002,0.0264,-0.005399417941061246
209,2014-12,2058.9,-0.004197308450286825,0.0019928412989999996,0.0003,0.0246,-0.005670100910010967
210,2015-01,1994.98999,-0.03153282681518243,0.00222664808,0.0003,0.02,-0.004705892373473297
